"url","title","price","product_code","country","company","options","category_code","category_name","image_urls"
"http://1020bag.com/goods/goods_view.php?goodsNo=6242","DKMI_8569 토드백","22,000","6242","중국OEM","디비케이","['블랙', '브라운', '옐로우', '스카이블루']","['003', '003006']","['여성', '토트백']","http://1020bag.com/data/goods/19/12/49//6242/modify_detail_068.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6241","DKMI_8596 보스턴백","22,000","6241","중국OEM","디비케이","['블랙', '와인', '핑크', '스카이블루']","['003', '003007']","['여성', '숄더/쇼퍼백']","http://1020bag.com/data/goods/19/12/49//6241/modify_detail_095.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6240","DKMI_8098 여성백팩","22,000","6240","중국OEM","디비케이","['블랙', '와인', '핑크', '스카이블루']","['003', '003001']","['여성', '백팩']","http://1020bag.com/data/goods/19/12/49//6240/modify_detail_040.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6239","DKMI_8587 보스턴백","20,900","6239","중국OEM","디비케이","['블랙', '와인', '핑크', '스카이블루']","['005', '005003']","['여행', '보스턴가방']","http://1020bag.com/data/goods/19/12/49//6239/modify_detail_050.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6238","DKMI_8087S 크로스백","18,700","6238","중국OEM","디비케이","['블랙', '와인', '핑크', '스카이블루']","['003', '003010']","['여성', '여성크로스백']","http://1020bag.com/data/goods/19/12/49//6238/modify_detail_051.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6237","DKES_175B 중지갑","8,800","6237","중국OEM","디비케이","['블랙/일시품절/재입고미정[일시품절]', '블루(네이비)/일시품절/재입고미정[일시품절]', '그레이--품절예정/재입고미정2개남음', '다크브라운--품절예정/재입고미정1개남음']","['021', '021004']","['지갑/벨트', '중지갑']","http://1020bag.com/data/goods/19/12/49//6237/modify_detail_052.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6236","DKES_519B 중지갑","8,800","6236","중국OEM","디비케이","['블랙', '네이비', '브라운']","['021', '021005']","['지갑/벨트', '반지갑']","http://1020bag.com/data/goods/19/12/49//6236/modify_detail_095.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6235","DKES_036B 중지갑","8,800","6235","중국OEM","디비케이","['블랙/일시품절/재입고미정[일시품절]', '네이비/일시품절/재입고미정[일시품절]', 'GRAY--2개남음/일시품절/재입고미정', '브라운--1개남음/일시품절/재입고미정']","['021', '021004']","['지갑/벨트', '중지갑']","http://1020bag.com/data/goods/19/12/49//6235/modify_detail_040.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6234","DKES_039B 중지갑","8,800","6234","중국OEM","디비케이","['블랙/일시품절/재입고미정[품절]', '네이비(블루)/일시품절/재입고미정[품절]', '브라운/일시품절/재입고미정[품절]', '그레이/일시품절/재입고미정[품절]']","['021', '021004']","['지갑/벨트', '중지갑']","http://1020bag.com/data/goods/19/12/49//6234/modify_detail_040.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6233","DKES_039C 반지갑","8,800","6233","중국OEM","디비케이","['블랙/일시품절/재입고미정[일시품절]', '네이비(블루)', '브라운', '그레이']","['021', '021005']","['지갑/벨트', '반지갑']","http://1020bag.com/data/goods/19/12/49//6233/modify_detail_079.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6232","URB_트윌누비 백팩","14,300","6232","중국OEM","SLICKKOREA","['블랙']","['003', '003001']","['여성', '백팩']","http://1020bag.com/data/goods/19/12/49//6232/modify_detail_090.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6231","URB_805 백팩","19,800","6231","중국OEM","SLICKKOREA","['블랙/일시품절/재입고미정[일시품절]']","['004', '004005']","['남성', '백팩']","http://1020bag.com/data/goods/19/11/48//6231/register_detail_075.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6230","URB_트위크로스 크로스백","12,100","6230","중국OEM","SLICKKOREA","['블랙--3개남음/일시품절/재입고미정', '브라운/일시품절/3월중입고예정[일시품절]', '그린/일시품절/3월중입고예정[일시품절]']","['006', '006005']","['캐주얼', '힙색/슬링백']","http://1020bag.com/data/goods/19/11/48//6230/register_detail_084.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6229","URB_양털곰돌이 힙색","9,900","6229","중국OEM","SLICKKOREA","['네이비', '핑크', '옐로우']","['006', '006005']","['캐주얼', '힙색/슬링백']","http://1020bag.com/data/goods/19/11/48//6229/register_detail_045.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6228","URB_스티치 핸드백","14,300","6228","중국OEM","SLICKKOREA","['블랙--1개남음/일시품절/재입고없음', '브라운/일시품절/재입고없음[품절]', '베이지/일시품절/재입고없음[품절]']","['003', '003010']","['여성', '여성크로스백']","http://1020bag.com/data/goods/19/11/48//6228/register_detail_095.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6224","URB_트윌지퍼 백팩","14,300","6224","중국OEM","SLICKKOREA","['블랙[품절]']","['003', '003001']","['여성', '백팩']","http://1020bag.com/data/goods/19/11/48//6224/modify_detail_016.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6223","URB_세로핸들 핸드백","13,200","6223","중국OEM","SLICKKOREA","['블랙', '브라운/일시품절/3월중입고예정[일시품절]']","['003', '003002']","['여성', '여성핸드백']","http://1020bag.com/data/goods/19/11/48//6223/modify_detail_072.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6222","URB_레트로콤비","13,200","6222","중국OEM","SLICKKOREA","['블랙', '그린/일시품절/3월중입고예정[일시품절]', '아이보리/일시품절/3월중입고예정[일시품절]']","['003', '003010']","['여성', '여성크로스백']","http://1020bag.com/data/goods/19/11/48//6222/modify_detail_051.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6221","BM_235_3 가죽크로스백","12,100","6221","중국OEM","블루마운트","['브라운:999개남음']","['004', '004007']","['남성', '미니백']","http://1020bag.com/data/goods/19/11/48//6221/6221_detail_013.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6219","BM_8132 가죽슬링백","19,800","6219","중국OEM","블루마운트","['브라운']","['004', '004004']","['남성', '힙색/슬링백']","http://1020bag.com/data/goods/19/11/48//6219/modify_detail_017.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6218","BM_218_4 가죽미니백","12,100","6218","중국OEM","블루마운트","['브라운']","['004', '004007']","['남성', '미니백']","http://1020bag.com/data/goods/19/11/48//6218/modify_detail_046.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6217","BM_218_5 가죽미니백","12,100","6217","중국OEM","블루마운트","['블랙', '브라운']","['004', '004007']","['남성', '미니백']","http://1020bag.com/data/goods/19/11/48//6217/modify_detail_014.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6216","BM_6012 가죽슬링백","24,200","6216","중국OEM","블루마운트","['브라운']","['004', '004004']","['남성', '힙색/슬링백']","http://1020bag.com/data/goods/19/11/48//6216/modify_detail_037.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6215","BM_6020 가죽슬링백","24,200","6215","중국OEM","블루마운트","['브라운']","['004', '004004']","['남성', '힙색/슬링백']","http://1020bag.com/data/goods/19/11/48//6215/modify_detail_018.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6214","BM_6027 가죽슬링백","24,200","6214","중국OEM","블루마운트","['브라운']","['004', '004004']","['남성', '힙색/슬링백']","http://1020bag.com/data/goods/19/11/48//6214/modify_detail_041.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6213","BM_페인팅 넥워머","2,200","6213","중국OEM","블루마운트","['그레이레드:1개남음', '오렌지블루:3개남음', '퍼플그린:4개남음']","['023', '023004']","['테마상품', '계절상품']","http://1020bag.com/data/goods/19/11/48//6213/register_detail_038.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6212","BM_다이아몬드 넥워머","2,200","6212","중국OEM","블루마운트","['네이비:5개남음', '그레이']","['023', '023004']","['테마상품', '계절상품']","http://1020bag.com/data/goods/19/11/48//6212/register_detail_070.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6211","BM_코끼리 넥워머","2,200","6211","중국OEM","블루마운트","['브라운', '블루', '그레이']","['023', '023004']","['테마상품', '계절상품']","http://1020bag.com/data/goods/19/11/48//6211/register_detail_042.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6207","DKES_6664_1 미니크로스백","6,600","6207","중국OEM","디비케이","['블랙', '네이비']","['006', '006004', '006004003']","['캐주얼', '크로스백', '작은사이즈']","http://1020bag.com/data/goods/19/11/48//6207/register_detail_062.jpg"
"http://1020bag.com/goods/goods_view.php?goodsNo=6206","BM_F8020 소가죽장지갑","13,200","6206","중국OEM","블루마운트","['블랙', '네이비', '브라운', '레드', '핑크']","['021', '021007']","['지갑/벨트', '여성지갑']","http://1020bag.com/data/goods/19/11/48//6206/register_detail_076.jpg"
